web-scraper-order,web-scraper-start-url,detail,detail-href,title,question,answer,votes,answers
1666771034-418,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=3&pagesize=15,How to make VS Code treat a file extensions as a certain language?,https://stackoverflow.com/questions/29973619/how-to-make-vs-code-treat-a-file-extensions-as-a-certain-language,How to make VS Code treat a file extensions as a certain language?,Or is there a way to switch the current file's language so that the syntax is highlighted correctly?,"Update
Please note that JoelAZ's answer is much easier and results in the same setting changes! The answer below is still valid, just more steps & more fuss.
Old answer
In Visual Studio Code, you can add persistent file associations for language highlighting to your settings.json file like this:
// Place your settings in this file to overwrite the default settings
{
  ""some_setting"": custom_value,
  ...

  ""files.associations"": {
    ""*.thor"": ""ruby"",
    ""*.jsx"": ""javascript"",
    ""Jenkinsfile*"": ""groovy""
  }
}

You can use Ctrl+Shift+P (or View -> Command Palette from the menu) and then type settings JSON. Choose Preferences: Open Settings (JSON) to open your settings.json.
To find the proper language ID, use Ctrl+Shift+P (or View -> Command Palette from the menu) and then type Change Language Mode. You can see the language ID in the list, e.g. type docker to find the language ID for Docker files (dockerfile). In the first entry in the example above, .thor is the file ending, ruby is the language ID.
The Files: Associations feature was first introduced in Visual Studio Code version 1.0 (March 2016). Check the available wildcard patterns in the release notes and the known language strings in the documentation.",545,11
1666771060-419,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=3&pagesize=15,How can I switch word wrap on and off in Visual Studio Code?,https://stackoverflow.com/questions/31025502/how-can-i-switch-word-wrap-on-and-off-in-visual-studio-code,How can I switch word wrap on and off in Visual Studio Code?,"When using code files, you typically don't need longer lines to wrap around. However, with .md files this is in fact rather useful. However, I can't seem to find the option to enable word wrap so longer lines will be wrapped.","Since v1.0 you can toggle word wrap:


with the new command editor.action.toggleWordWrap, or
from the View menu (*View** → Toggle Word Wrap), or
using the ALT+Z keyboard shortcut (for Mac: ⌥+Z).


It can also be controlled with the following settings:


editor.wordWrap
editor.wordWrapColumn
editor.wrappingIndent




Known issues:


renderLineHighlight should highlight the entire logical line


If you'd like these bugs fixed, please vote for them.",739,24
1666771086-420,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=3&pagesize=15,How can I customize the tab-to-space conversion factor?,https://stackoverflow.com/questions/29972396/how-can-i-customize-the-tab-to-space-conversion-factor,How can I customize the tab-to-space conversion factor?,How do I customize the tab-to-space conversion factor when using Visual Studio Code?,"By default, Visual Studio Code will try to guess your indentation options depending on the file you open.

You can turn off indentation guessing via ""editor.detectIndentation"": false.

You can customize this easily via these three settings for Windows in menu File → Preferences → User Settings and for Mac in menu Code → Preferences → Settings or ⌘,:

// The number of spaces a tab is equal to. This setting is overridden
// based on the file contents when `editor.detectIndentation` is true.
""editor.tabSize"": 4,

// Insert spaces when pressing Tab. This setting is overriden
// based on the file contents when `editor.detectIndentation` is true.
""editor.insertSpaces"": true,

// When opening a file, `editor.tabSize` and `editor.insertSpaces`
// will be detected based on the file contents. Set to false to keep
// the values you've explicitly set, above.
""editor.detectIndentation"": false",1242,22
1666771129-421,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,Multi-line regular expressions in Visual Studio Code,https://stackoverflow.com/questions/41150941/multi-line-regular-expressions-in-visual-studio-code,Multi-line regular expressions in Visual Studio Code,"I cannot figure a way to make regular expression match stop not on end of line, but on end of file in VS Code? Is it a tool limitation or there is some kind of pattern that I am not aware of?","It seems the CR is not matched with [\s\S]. Add \r to this character class:

[\s\S\r]+


will match any 1+ chars. 

Other alternatives that proved working are [^\r]+ and [\w\W]+.

If you want to make any character class match line breaks, be it a positive or negative character class, you need to add \r in it.

Examples:


Any text between the two closest a and b chars: a[^ab\r]*b
Any text between START and the closest STOP words:


START[\s\S\r]*?STOP
START[^\r]*?STOP
START[\w\W]*?STOP

Any text between the closest START and STOP words:


START(?:(?!START)[\s\S\r])*?STOP



See a demo screenshot below:",85,2
1666771155-422,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,How do I add assembly references in Visual Studio Code?,https://stackoverflow.com/questions/42000798/how-do-i-add-assembly-references-in-visual-studio-code,How do I add assembly references in Visual Studio Code?,"So I've come across a similar issue twice now while working on my first project in C#.  When trying to add either using System.Data; or using System.Timers;, I get the following error:",".csproj Project file

The following topic applies to .csproj project file and : .NET Core 1.x SDK, .NET Core 2.x SDK

Adds a package reference to a project file.

dotnet add package


Example

Add Newtonsoft.Json NuGet package to a project:

dotnet add package Newtonsoft.Json


.json Project file

The following topic applies to .json project file:

This guide walks you through the process of adding any assembly reference in Visual Studio Code. In this example, we are adding the assembly reference System.Data.SqlClient into .NET Core C# console application.

Note


At step #6, enter the assembly reference that you want.
Some assembly reference is applicable to .NET Framework and it will gives you error(s).
OleDb is not available in .NET Core, probably because it's not cross platform. 


Prerequisites


Install Visual Studio Code
Install .NET Core SDK (Preview 2 version)
Install NuGet Package Manager from the Visual Studio Code Extension Marketplace
Install C# extension from Visual Studio Code Extension Marketplace


Steps


Launch Visual Studio Code
Open your project folder
Launch VS Code Command Palette by pressing F1 or Ctrl+Shift+P or Menu Bar > View > Command Palette 





In Command Palette box, type nu





Click on NuGet Package Manager: Add Package
Enter package filter e.g. system.data (Enter your assembly reference here)





Press Enter
Click on System.Data.SqlClient 





The following prompt pops up





Click on Restore





The following Output panel pops up





In the Explorer panel, click on project.json to open it





In the Editor panel, it shows the assembly reference added into project.json file





Assembly reference, System.Data.SqlClient used in Program.cs",51,6
1666771181-423,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,How do I hide certain files from the sidebar in Visual Studio Code?,https://stackoverflow.com/questions/30140112/how-do-i-hide-certain-files-from-the-sidebar-in-visual-studio-code,How do I hide certain files from the sidebar in Visual Studio Code?,"In Visual Studio Code, what setting can be configured, using file patterns, to hide files from view in the sidebar's file-explorer?","You can configure patterns to hide files and folders from the explorer and searches. 


Open VS User Settings (Main menu: File > Preferences > Settings). This will open the setting screen.
Search for files:exclude in the search at the top.
Configure the User Setting with new glob patterns as needed. In this case add this pattern node_modules/ then click OK. The pattern syntax is powerful. You can find pattern matching details under the Search Across Files topic. 


When you are done it should look something like this:


If you want to directly edit the settings file:
For example to hide a top level node_modules folder in your workspace:

""files.exclude"": {
    ""node_modules/"": true
}


To hide all files that start with ._ such as ._.DS_Store files found on OSX:

""files.exclude"": {
    ""**/._*"": true
}


You also have the ability to change Workspace Settings (Main menu: File > Preferences > Workspace Settings). Workspace settings will create a .vscode/settings.json file in your current workspace and will only be applied to that workspace. User Settings will be applied globally to any instance of VS Code you open, but they won't override Workspace Settings if present. Read more on customizing User and Workspace Settings.",923,12
1666771207-424,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,How can I change the Python version in Visual Studio Code?,https://stackoverflow.com/questions/48135624/how-can-i-change-the-python-version-in-visual-studio-code,How can I change the Python version in Visual Studio Code?,These are my settings:,Under the view menu select 'show command pallet'. One of the commands you can then select from the command palette is 'Python: Select Interpreter'. Selecting this option will allow you to choose which version of python to use.,60,18
1666771233-425,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,VSCode c++ task.json include path and libraries,https://stackoverflow.com/questions/52910102/vscode-c-task-json-include-path-and-libraries,VSCode c++ task.json include path and libraries,"IntelliSense uses c_cpp_properties.json >> includePath to find the headers for auto-completion, but I noticed I still need to specify the include path inside the task.json >> tasks >> args to build.","1. Am I setting up VSCode correctly?

Mostly.  The fact that you have to specify the include paths twice (once in c_cpp_properties.json and again in a file that describes your build) is unavoidable.  In VSCode, the build system and the editor do not understand each other, and both need this information.  In contrast, with Visual Studio (no ""Code""), it would only be necessary to specify the paths once; that is one of the benefits of using a ""true"" Integrated Development Environment.  (But there are drawbacks too; I'm not trying to discourage you from using VSCode.)

However, I do not recommend putting the include paths into tasks.json directly.  Rather, one typically has a separate build system that can be invoked from the command line, and then tasks.json invokes that command too.

As a very common example, you could use GNU Make and replace your current tasks.json with this (untested!) Makefile:

test-sdl: main2.cpp
    g++ -g main2.cpp -ID:\\github\\dependencies\\SDL2-2.0.8\\include -LD:\\github\\dependencies\\SDL2-2.0.8\\lib\\x64 -lSDL2main -lSDL2 -lopengl32 -o test-sdl


This tells make how to build test-sdl from main2.cpp, namely by running the g++ command shown.  (I have deliberately kept this Makefile very simple since the question isn't about Makefiles; just be aware that a real Makefile would break things up for better organization, and the backslashes are likely to need adjustment.)

In any case, then your tasks.json simplifies to:

{
    // See https://go.microsoft.com/fwlink/?LinkId=733558
    // for the documentation about the tasks.json format
    ""version"": ""2.0.0"",
    ""tasks"": [
        {
            ""label"": ""build"",
            ""type"": ""shell"",
            ""command"": ""make"",   // <-- changed
            ""args"": []           // <-- changed
        }
    ],
    ""group"": {
        ""kind"": ""build"",
        ""isDefault"": true
    },
    ""problemMatcher"":""$gcc""
}


This is better because you don't have crucial build information locked away in a file that only VSCode understands.

2. Can someone explain ... includePath and browse?

VSCode has two different systems for understanding C++ code.  There is the older ""Tag Parser"", which uses browse.path, and the newer ""Intellisense"", which uses includePath.  At this point (2019-08-30, VSCode 1.37.1), my understanding is basically everyone should be using the newer Intellisense system, as it provides more accurate information and should be at least as mature.  Consequently, you should be able to simply ignore browse.path.

To make sure you are using Intellisense rather than Tag Parser, go into File → Preferences → Settings → C/C++ → ""C_Cpp: Intelli Sense Engine"" and make sure that it is ""Default"" rather than ""Tag Parser"".  Note that this setting is stored in settings.json rather than c_cpp_properties.json.",34,4
1666771259-426,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,How to completely uninstall VS Code on mac?,https://stackoverflow.com/questions/42603103/how-to-completely-uninstall-vs-code-on-mac,How to completely uninstall VS Code on mac?,I need to do a clean installation of VS Code on my mac.,"Here are all the places where VSCode stores stuff on Mac OS X, besides the Visual Studio Code.app itself, which is in your Applications folder:

rm -fr ~/Library/Preferences/com.microsoft.VSCode.helper.plist 
rm -fr ~/Library/Preferences/com.microsoft.VSCode.plist 
rm -fr ~/Library/Caches/com.microsoft.VSCode
rm -fr ~/Library/Caches/com.microsoft.VSCode.ShipIt/
rm -fr ~/Library/Application\ Support/Code/
rm -fr ~/Library/Saved\ Application\ State/com.microsoft.VSCode.savedState/
rm -fr ~/.vscode/


Update (Feb 2020): There are potentially also hidden extension directories in your home directories. To get rid of everything make sure you look for those too. They start with .vscode-. 

Please run this command with care. Maybe you want to keep extension directories.

rm -rf ~/.vscode*",143,8
1666771285-427,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,How do I use Bash on Windows from the Visual Studio Code integrated terminal?,https://stackoverflow.com/questions/42606837/how-do-i-use-bash-on-windows-from-the-visual-studio-code-integrated-terminal,How do I use Bash on Windows from the Visual Studio Code integrated terminal?,"Visual Studio Code on Windows uses PowerShell by default as the integrated terminal. If you want to use Bash from Visual Studio Code, what steps should be followed?","Install Git from https://git-scm.com/download/win

Open Visual Studio Code and press and hold Ctrl + ` to open the terminal.


Open the command palette using Ctrl + Shift + P.

Type - Select Default Profile

Select Git Bash from the options

Click on the + icon in the terminal window

The new terminal now will be a Git Bash terminal. Give it a few seconds to load Git Bash


You can now toggle between the different terminals as well from the dropdown in terminal.",453,30
1666771311-428,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,How can I set up a virtual environment for Python in Visual Studio Code?,https://stackoverflow.com/questions/54106071/how-can-i-set-up-a-virtual-environment-for-python-in-visual-studio-code,How can I set up a virtual environment for Python in Visual Studio Code?,In my project folder I created a venv folder:,"P.S.:

I have been using Visual Studio Code for a while now and found an another way to show virtual environments in Visual Studio Code.

Go to the parent folder in which venv is there through a command prompt.

Type code . and Enter. [It is working on both Windows and Linux for me.]

That should also show the virtual environments present in that folder.


Original Answer
I almost run into same problem every time I am working on Visual Studio Code using venv. I follow the below steps:

Go to menu File → Preferences → Settings.

Click on Workspace settings.

Under Files:Association, in the JSON: Schemas section, you will find Edit in settings.json. Click on that.

Update ""python.pythonPath"": ""Your_venv_path/bin/python"" under workspace settings.
(For Windows): Update ""python.pythonPath"": ""Your_venv_path/Scripts/python.exe"" under workspace settings.

Restart Visual Studio Code in case if it still doesn't show your venv.


Note: Use python.defaultInterpreterPath instead of python.pythonPath for newer versions.",162,22
1666771337-429,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,"Git push results in ""Authentication Failed""",https://stackoverflow.com/questions/17659206/git-push-results-in-authentication-failed,"Git push results in ""Authentication Failed""","I have been using GitHub for a little while, and I have been fine with git add, git commit, and git push, so far without any problems. Suddenly I am having an error that says:","If you enabled two-factor authentication in your GitHub account you
won't be able to push via HTTPS using your accounts password. Instead
you need to generate a personal access token. This can be done in the
application settings of your GitHub account. Using this token as your
password should allow you to push to your remote repository via HTTPS.
Use your username as usual.

Creating a personal access token
You may also need to update the origin for your repository if it is set to HTTPS. Do this to switch to SSH:
git remote -v
git remote set-url origin git@github.com:USERNAME/REPONAME.git",1108,44
1666771363-430,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,How can I see local history changes in Visual Studio Code?,https://stackoverflow.com/questions/46446901/how-can-i-see-local-history-changes-in-visual-studio-code,How can I see local history changes in Visual Studio Code?,I'm looking for a way to see my local history changes.,"Visual Studio Code now offers this in the Timeline view. See Mark's answer.
Or alternatively, if you want a plugin to give you similar functionality, for example:
Checkpoints
Or the more famous:
Local History
Some details may need to be configured because the Visual Studio Code search gets confused sometimes because of additional folders created by this type of plugins. To fix this, you can:

Add the history folder to your .gitignore file.
Change the history folder location in the chosen plugin
configuration.
Configure the Visual Studio Code search to ignore the history folder.",146,6
1666771389-431,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,How to reset settings in Visual Studio Code?,https://stackoverflow.com/questions/36108515/how-to-reset-settings-in-visual-studio-code,How to reset settings in Visual Studio Code?,"It's a simple thing and I was pretty sure it's well described, but surprisingly it is not so obvious.","You can get your menu back by pressing/holding alt, you can then toggle the menu back on via the View menu.

As for your settings, you can open your user settings through the command palette:


Press F1
Type user settings
Press enter
Click the ""sheet"" icon to open the settings.json file:




From there you can delete the file's contents and save to reset your settings.



For a more manual route, the settings files are located in the following locations:


Windows %APPDATA%\Code\User\settings.json
macOS $HOME/Library/Application Support/Code/User/settings.json
Linux $HOME/.config/Code/User/settings.json


Extensions are located in the following locations:


Windows %USERPROFILE%\.vscode\extensions
macOS ~/.vscode/extensions
Linux ~/.vscode/extensions",202,13
1666771415-432,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,Enable or disable VS Code Integrated Terminal Tabs?,https://stackoverflow.com/questions/40406096/enable-or-disable-vs-code-integrated-terminal-tabs,Enable or disable VS Code Integrated Terminal Tabs?,"Is it possible to get tabs instead of the select list when using multiple terminals from the ""integrated terminal"" window?","Terminal ""tabs"" appear to be coming to v1.56. See Terminal Tabs release notes.  They are vertical tabs - always visible, if you want, in a resizable view to the left or right.  Not like traditional tabs across the top like a browser though.

Tabs in the terminal [are] available as a preview feature and can be
enabled with the following setting:

""terminal.integrated.tabs.enabled"": true 


The tabs view is a split pane to the right of two split terminals. It
contains icons and labels for each terminal instance.
When enabled, the new tabs view will only show by default when there
is at least 2 terminals.



We've tried to mostly align how the new tabs behave with how the
explorer works, here are some of the other behaviors:

Double clicking the empty space will create a new terminal.
Double clicking the sash will toggle the tabs view width between the ""ideal"" size which displays all the titles without truncating and a
narrow view that shows only the icons.
The tabs can be moved to the left side using the terminal.integrated.tabs.location setting.
Various other configuration settings available under terminal.integrated.tabs.




Terminal Statuses
Along with tabs, we have introduced the concept of statuses to the
terminal. A terminal can have many statuses, each of which represents
a state the terminal can be in temporarily, with the highest severity
one being displayed next to the tab. Status icons appear to the right
of the terminal title in the tabs view. On hover, details of the
status and any associated actions are presented.
On a tab associated with a terminal that requires a relaunch, a
yellow triangle with an exclamation mark is to the right of the
terminal title.
For now, these states are supported:

Relaunch needed: A warning icon status is used if extensions want to change a terminal's environment.
Disconnected: A plug icon status is used when the terminal loses its connection with its process.
Bell: A bell icon appears when the bell is enabled via the terminal.integrated.enableBell setting and the terminal bell
triggers.

We plan to support task states soon so that task run status is
available at a glance even without activating the tab.

And more at the link.  From the Insiders Build:",17,5
1666771441-433,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,"Crbug/1173575, non-JS module files deprecated. chromewebdata/(index)꞉5305:9:5551",https://stackoverflow.com/questions/67191286/crbug-1173575-non-js-module-files-deprecated-chromewebdata-index%ea%9e%89530595551,"Crbug/1173575, non-JS module files deprecated. chromewebdata/(index)꞉5305:9:5551",I just created a new project and have run it for the first time using F5 or Ctrl + F5. The result in Chrome is:,"This misleading error message seemingly has nothing to do with Chrome or any deprecated functionality. It can have many root causes and seems to occur whenever connectivity can't be established.
I got this while following the React tutorial for Visual Studio Code. In that tutorial you start by creating a template with npx and then running it with npm start. That worked, and I could see that it was using http://localhost:3000 for the URL in the browser.
However, when I changed the code as the tutorial requested and set a breakpoint to debug, I got the error in the OP's post, both with Chrome and with Edge.
Visual Studio Code was creating a default launch.json file for debugging and populating it like this:
{
    // Use IntelliSense to learn about possible attributes.
    // Hover to view descriptions of existing attributes.
    ""version"": ""0.2.0"",
    ""configurations"": [
        {
            ""type"": ""pwa-chrome"",
            ""request"": ""launch"",
            ""name"": ""Launch Chrome against localhost"",
            ""url"": ""http://localhost:8080"",
            ""webRoot"": ""${workspaceFolder}""
        }
    ]
}

And I needed to manually change the 8080 to 3000 which fixed the problem.
The key for me was configuring the breakpoint to catch the exception like the OP described (note - you can only configure that with the Debug icon selected in the far left icon menu). While the emitted error message is still the misleading ""deprecated"" one, there was a message that ""the site can't be reached"" which you can find if you dig a little - as shown here:

I imagine that practically any configuration issue that causes the connection to fail will cause this error. So firewall issues, missing host program, bad configuration (like mine), etc.",135,44
1666771467-434,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,VSCode -- how to set working directory for debugging a Python program,https://stackoverflow.com/questions/38623138/vscode-how-to-set-working-directory-for-debugging-a-python-program,VSCode -- how to set working directory for debugging a Python program,How do I run a Python program under debug and set the working directory for the run?,"@SpeedCoder5's comment deserves to be an answer.
In launch.json, specify a dynamic working directory (i.e. the directory where the currently-open Python file is located) using:
""cwd"": ""${fileDirname}""

This takes advantage of the ""variables reference"" feature in VS Code, and the predefined variable fileDirname.
If you're using the Python: Current File (Integrated Terminal) option when you run Python, your launch.json file might look like mine, below (more info on launch.json files here).
{
    ""version"": ""0.2.0"",
    ""configurations"": [
    {
            ""name"": ""Python: Current File (Integrated Terminal)"",
            ""type"": ""python"",
            ""request"": ""launch"",
            ""program"": ""${file}"",
            ""console"": ""integratedTerminal"",
            ""cwd"": ""${fileDirname}""
    }, 

    //... other settings, but I modified the ""Current File"" setting above ...
}

Remember the launch.json file controls the run/debug  settings of your Visual Studio code project; my launch.json file was auto-generated by VS Code, in the directory of my current ""Open Project"". I just edited the file manually to add ""cwd"": ""${fileDirname}"" as shown above.
Remember the launch.json file may be specific to your project, or specific to your directory, so confirm you're editing the correct launch.json (see comment)
If you don't have a launch.json file, try this:

To create a launch.json file, open your project folder in VS Code (File > Open Folder) and then select the Configure gear icon on the Debug view top bar.",222,8
1666771493-435,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=2&pagesize=15,How to use Visual Studio Code as default editor for git?,https://stackoverflow.com/questions/30024353/how-to-use-visual-studio-code-as-default-editor-for-git,How to use Visual Studio Code as default editor for git?,"When using git at the command line, I am wondering if it is possible to use Visual Studio Code as the default editor, i.e. when creating commit comments and looking at a diff of a file from the command line.","In the most recent release (v1.0, released in March 2016), you are now able to use VS Code as the default git commit/diff tool. Quoted from the documentations:


  
  Make sure you can run code --help from the command line and you get
  help. 
  
  
  if you do not see help, please follow these steps:
  
  
  Mac: Select Shell Command: Install 'Code' command in path from the Command
  Palette.
  
  
  Command Palette is what pops up when you press shift + ⌘ + P while inside VS 
  Code.  (shift + ctrl + P in Windows)
  
  Windows: Make sure you selected Add to PATH during the
  installation. 
  Linux: Make sure you installed Code via our new .deb or
  .rpm packages. 
  
  
  From the command line, run git config --global core.editor ""code --wait""
  
  
  Now you can run git config --global -e and use VS Code as editor for configuring Git.
  
  Add the following to enable support for using VS Code as diff tool:


[diff]
    tool = default-difftool
[difftool ""default-difftool""]
    cmd = code --wait --diff $LOCAL $REMOTE



  This leverages the new --diff option you can pass to VS Code to
  compare two files side by side.
  
  To summarize, here are some examples of where you can use Git with VS
  Code:
  
  
  git rebase HEAD~3 -i allows to interactive rebase using VS Code
  git commit allows to use VS Code for the commit message
  git add -p followed by e for interactive add 
  git difftool <commit>^ <commit> allows to use VS Code as diff editor for changes",589,18
1666771545-436,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=1&pagesize=15,Why does it say that module pygame has no init member?,https://stackoverflow.com/questions/50569453/why-does-it-say-that-module-pygame-has-no-init-member,Why does it say that module pygame has no init member?,This is the code I have:,"Summarizing all answers.

This is a security measure to not load non-default C extensions.


You can white-list specific extension(s).

Open user settings and add the following between {}:

""python.linting.pylintArgs"": [
    ""--extension-pkg-whitelist=extensionname"" // comma separated
]

You can allow to ""unsafe load"" all extensions.

Open user settings and add the following between {}:

""python.linting.pylintArgs"": [
    ""--unsafe-load-any-extension=y""
]",46,12
1666771571-437,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=1&pagesize=15,How to execute Python code from within Visual Studio Code,https://stackoverflow.com/questions/29987840/how-to-execute-python-code-from-within-visual-studio-code,How to execute Python code from within Visual Studio Code,"Visual Studio Code was recently released and I liked the look of it and the features it offered, so I figured I would give it a go.","There is a much easier way to run Python, and it doesn't need any configuration:

Install the Code Runner Extension.
Open the Python code file in Text Editor.
To run Python code:


use shortcut Ctrl + Alt + N
or press F1 and then select/type Run Code,
or right click the Text Editor and then click Run Code in the editor context menu
or click the Run Code button in the editor title menu
or click Run Code button in the context menu of file explorer


To stop the running code:


use shortcut Ctrl + Alt + M
or press F1 and then select/type Stop Code Run
or right click the Output Channel and then click Stop Code Run in the context menu


If you want to add the Python path, you could go to File → Preference → Settings, and add the Python path like below:
""code-runner.executorMap"":
{
  ""python"": ""\""C:\\Program Files\\Python35\\python.exe\"" -u""
}

In case you have installed the Python extension and manually set your interpreter already, you could configure your settings.json file as follows:
{
    ""python.pythonPath"": ""C:\\\\python36\\\\python36.exe"",
    ""code-runner.executorMap"":
    {
        ""python"": ""$pythonPath -u $fullFileName""
    }
}",267,32
1666771597-438,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=1&pagesize=15,VS Code will not build c++ programs with multiple .ccp source files,https://stackoverflow.com/questions/47665886/vs-code-will-not-build-c-programs-with-multiple-ccp-source-files,VS Code will not build c++ programs with multiple .ccp source files,Note that I'm using VS Code on Ubuntu 17.10 and using the GCC Compiler.,"in tasks.json:

        ""label"": ""g++.exe build active file"",
        ""args"": [
            ""-g"",
            ""${fileDirname}\\**.cpp"",
            //""${fileDirname}\\**.h"",
            ""-o"",
            ""${fileDirname}\\${fileBasenameNoExtension}.exe"",
        ],


in launch.json:

""preLaunchTask"": ""g++.exe build active file""


it will work if your sources are in separated folder",43,14
1666771623-439,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=1&pagesize=15,"Visual Studio Code, #include <stdio.h> saying ""Add include path to settings""",https://stackoverflow.com/questions/37522462/visual-studio-code-include-stdio-h-saying-add-include-path-to-settings,"Visual Studio Code, #include <stdio.h> saying ""Add include path to settings""",I'm trying to build C/C++ in Visual Studio Code. I installed C/C++ and all the relevant extensions.,"A more current take on the situation. During 2018, the C++ extension added another option to the configuration compilerPath of the c_cpp_properties.json file;

compilerPath (optional)
The absolute path to the compiler you use to build your project. The extension will query the compiler to determine the system include paths and default defines to use for IntelliSense.

If used, the includePath would not be needed since the IntelliSense will use the compiler to figure out the system include paths.

Originally,

How and where can I add include paths in the configurations below?

The list is a string array, hence adding an include path would look something like;
""configurations"": [
    {
        ""name"": ""Mac"",
        ""includePath"": [""/usr/local/include"",
            ""/path/to/additional/includes"",
            ""/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX10.11.sdk/usr/include""
        ]
    }
]

Source; cpptools blog 31 March 2016.
The linked source has a gif showing the format for the Win32 configuration, but the same applies to the others.
The above sample includes the SDK (OSX 10.11) path if Xcode is installed.
Note I find it can take a while to update once the include path has been changed.
The cpptools extension can be found here.
Further documentation (from Microsoft) on the C++ language support in VSCode can be found here.

For the sake of preservation (from the discussion), the following are basic snippets for the contents of the tasks.json file to compile and execute either a C++ file, or a C file. They allow for spaces in the file name (requires escaping the additional quotes in the json using \""). The shell is used as the runner, thus allowing the compilation (clang...) and the execution (&& ./a.out) of the program. It also assumes that the tasks.json ""lives"" in the local workspace (under the directory .vscode). Further task.json details, such as supported variables etc. can be found here.
For C++;
{ 
    ""version"": ""0.1.0"", 
    ""isShellCommand"": true, 
    ""taskName"": ""GenericBuild"", 
    ""showOutput"": ""always"", 
    ""command"": ""sh"", 
    ""suppressTaskName"": false, 
    ""args"": [""-c"", ""clang++ -std=c++14 -Wall -Wextra -pedantic -pthread \""${file}\"" && ./a.out""]
}

For C;
{ 
    ""version"": ""0.1.0"", 
    ""isShellCommand"": true, 
    ""taskName"": ""GenericBuild"", 
    ""showOutput"": ""always"", 
    ""command"": ""sh"", 
    ""suppressTaskName"": false, 
    ""args"": [""-c"", ""clang -std=c11 -Wall -Wextra -pedantic -pthread \""${file}\"" && ./a.out""] // command arguments... 
}",96,14
1666771649-440,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=1&pagesize=15,Disable tooltip hint in Visual Studio Code,https://stackoverflow.com/questions/41115285/disable-tooltip-hint-in-visual-studio-code,Disable tooltip hint in Visual Studio Code,How can I disable the default tooltip hint message in VSCode? It's annoying sometimes.,"editor.hover.enabled: false in settings.json to Tooltip


Click on Edit in settings.json

There are two panes

Default User Settings

""editor.quickSuggestions"": {
    ""other"": false,
    ""comments"": false,
    ""strings"": false
  }


User Settings

""editor.parameterHints.enabled"": false,
""editor.suggest.snippetsPreventQuickSuggestions"": false,
""html.suggest.html5"": false,
""editor.snippetSuggestions"": ""none"",


This also can be done UI.

Setting Snippet Suggestions : false

Update August 2018 (version 1.27)

Goto File=>Preference=>Settings

Text Editor => Suggestions

Click on Edit in settings.json

""editor.parameterHints.enabled"": false,
""editor.suggest.snippetsPreventQuickSuggestions"": false,
""html.suggest.html5"": false,


Update your suggest options and save.



Before August 2018

Goto File=>Preference=>User Settings

You will find settings.json

// Configures if the built-in HTML language support suggests Angular tags and properties.
""html.suggest.angular1"": false,

""html.suggest.ionic"": false,

""html.suggest.html5"": false,


Just find your language and set suggest = false

Update


  Setting to turn off ALL popups


""editor.parameterHints"": false",223,13
1666771675-441,https://stackoverflow.com/questions/tagged/visual-studio-code?tab=frequent&page=1&pagesize=15,Why are there grey blocks of color on the VS Code editor window?,https://stackoverflow.com/questions/72916668/why-are-there-grey-blocks-of-color-on-the-vs-code-editor-window,Why are there grey blocks of color on the VS Code editor window?,"In the VS Code editor window, there are squares of another color that bother me when coding.","I started experiencing this issue in my MacBook Pro M1 after the June 2022 autoupdate.
Setting ""disable-color-correct-rendering"": false in  ~/.vscode/argv.json worked for me.
I hope this is fixed in the next release. It seems to be an old issue based on what I found when searching for a solution.",8,3
